date,city,pm2_5,pm10,no2,temp,humidity
2024-01-20,Lahore,483.09,564.79,82.94,10.5,79
2024-01-20,Lahore,448.04,519.52,75.4,10.0,81
2024-01-20,Lahore,407.76,457.99,66.49,9.1,86
2024-01-20,Lahore,376.33,406.82,55.52,8.1,90
2024-01-20,Lahore,353.29,369.29,46.61,6.4,94
2024-01-20,Lahore,360.07,370.88,42.84,5.6,97
2024-01-21,Lahore,404.4,417.18,42.5,6.0,97
2024-01-21,Lahore,454.18,467.66,44.55,4.8,100
2024-01-21,Lahore,531.14,547.28,50.04,3.7,100
2024-01-21,Lahore,606.39,626.01,57.58,4.1,99
2024-01-21,Lahore,647.46,671.79,63.06,4.0,99
2024-01-21,Lahore,663.96,698.89,63.06,3.9,100
2024-01-21,Lahore,647.99,690.22,62.38,4.0,99
2024-01-21,Lahore,439.46,467.7,34.62,3.7,99
2024-01-21,Lahore,409.47,439.04,29.82,4.1,99
2024-01-21,Lahore,402.98,433.72,29.13,5.6,96
2024-01-21,Lahore,422.36,458.22,46.61,7.6,97
2024-01-21,Lahore,468.36,514.46,89.11,9.6,86
2024-01-21,Lahore,502.77,558.07,142.57,11.7,81
2024-01-21,Lahore,539.9,605.39,165.88,13.0,78
2024-01-21,Lahore,592.26,672.13,167.25,13.9,76
2024-01-21,Lahore,635.76,731.75,163.14,14.3,75
2024-01-21,Lahore,655.17,759.95,154.91,14.2,75
2024-01-21,Lahore,664.09,760.66,141.2,11.5,89
2024-01-21,Lahore,648.59,734.39,126.12,8.1,92
2024-01-21,Lahore,595.16,658.06,111.04,7.0,96
2024-01-21,Lahore,555.02,595.57,97.33,6.0,98
2024-01-21,Lahore,527.72,547.21,85.0,5.4,99
2024-01-21,Lahore,497.23,508.93,75.4,4.8,100
2024-01-21,Lahore,500.59,511.95,71.29,4.5,100
2024-01-22,Lahore,533.02,546.73,75.4,4.3,100
2024-01-22,Lahore,577.78,591.49,85.68,4.2,98
2024-01-22,Lahore,641.79,662.51,93.22,4.4,99
2024-01-22,Lahore,692.29,719.68,101.45,4.5,99
2024-01-22,Lahore,589.95,614.98,116.53,4.8,95
2024-01-22,Lahore,527.15,557.89,113.79,4.9,94
2024-01-22,Lahore,488.93,522.18,105.56,4.7,99
2024-01-22,Lahore,348.99,377.41,81.57,5.1,100
2024-01-22,Lahore,293.91,320.59,82.94,5.6,99
2024-01-22,Lahore,265.71,291.57,90.48,6.8,98
2024-01-22,Lahore,262.54,289.1,86.37,7.7,97
2024-01-22,Lahore,278.67,307.56,106.93,9.0,91
2024-01-22,Lahore,291.0,321.87,130.24,10.4,86
2024-01-22,Lahore,343.2,386.41,141.2,11.3,83
2024-01-22,Lahore,458.77,527.53,128.87,12.1,77
2024-01-22,Lahore,595.42,691.71,124.75,12.7,74
2024-01-22,Lahore,694.23,807.12,119.27,12.7,74
2024-01-22,Lahore,713.2,820.03,100.08,11.8,79
2024-01-22,Lahore,664.63,739.56,85.0,7.2,93
2024-01-22,Lahore,566.47,609.56,79.51,6.6,96
2024-01-22,Lahore,506.88,538.76,77.46,5.6,97
2024-01-22,Lahore,484.63,515.6,75.4,5.7,96
2024-01-22,Lahore,472.51,504.88,71.97,5.8,95
2024-01-22,Lahore,455.3,483.36,65.12,5.2,96
2024-01-23,Lahore,446.2,473.45,58.95,4.8,96
2024-01-23,Lahore,422.7,443.48,51.41,5.4,96
2024-01-23,Lahore,438.33,467.09,47.98,5.4,96
2024-01-23,Lahore,465.15,496.83,49.35,3.3,99
2024-01-23,Lahore,484.29,522.77,47.98,2.6,100
2024-01-23,Lahore,494.15,547.71,44.55,3.1,100
2024-01-23,Lahore,477.2,547.76,45.24,4.2,99
2024-01-23,Lahore,348.47,396.68,46.61,4.2,99
2024-01-23,Lahore,331.94,378.17,40.78,4.7,99
2024-01-23,Lahore,314.92,357.78,35.3,5.8,98
2024-01-23,Lahore,318.03,364.15,46.61,7.1,99
2024-01-23,Lahore,354.85,415.06,78.14,9.5,87
2024-01-23,Lahore,385.26,459.2,100.08,11.9,75
2024-01-23,Lahore,416.79,506.45,97.33,12.9,74
2024-01-23,Lahore,455.37,564.47,87.74,13.7,73
2024-01-23,Lahore,488.37,617.03,85.68,14.1,71
2024-01-23,Lahore,506.07,646.02,85.0,13.9,72
2024-01-23,Lahore,504.38,650.03,82.25,11.5,86
2024-01-23,Lahore,467.65,611.56,79.51,11.2,82
2024-01-23,Lahore,404.45,512.15,78.14,10.2,86
2024-01-23,Lahore,357.13,433.11,76.77,8.1,92
2024-01-23,Lahore,327.72,378.6,73.34,7.0,94
2024-01-23,Lahore,300.32,333.53,67.17,6.1,96
2024-01-23,Lahore,282.2,307.97,60.32,4.9,98
2024-01-24,Lahore,274.36,295.84,55.52,5.3,99
2024-01-24,Lahore,273.01,292.98,52.78,4.6,100
2024-01-24,Lahore,306.11,333.3,53.47,3.4,100
2024-01-24,Lahore,340.74,375.68,58.95,4.0,99
2024-01-24,Lahore,358.9,396.8,66.49,4.0,100
2024-01-24,Lahore,383.46,428.35,63.75,3.9,100
2024-01-24,Lahore,365.78,416.02,63.75,3.5,99
2024-01-24,Lahore,260.96,302.3,72.66,4.0,99
2024-01-24,Lahore,255.14,296.37,68.55,4.1,98
2024-01-24,Lahore,262.71,306.15,67.86,5.2,96
2024-01-24,Lahore,302.9,356.23,83.63,7.0,94
2024-01-24,Lahore,367.02,436.31,117.9,8.5,95
2024-01-24,Lahore,420.16,503.76,149.43,11.3,87
2024-01-24,Lahore,473.44,571.83,160.4,12.9,84
2024-01-24,Lahore,542.18,658.96,149.43,14.1,80
2024-01-24,Lahore,615.89,750.13,134.35,14.7,77
2024-01-24,Lahore,676.1,821.28,117.9,14.6,77
2024-01-24,Lahore,707.88,837.93,105.56,12.6,85
2024-01-24,Lahore,690.65,790.09,101.45,11.4,82
2024-01-24,Lahore,621.21,680.48,104.19,10.3,87
2024-01-24,Lahore,568.35,607.12,101.45,6.8,97
2024-01-24,Lahore,535.86,568.7,94.59,5.0,100
2024-01-24,Lahore,515.15,544.73,86.37,5.5,100
2024-01-24,Lahore,485.36,508.42,80.2,4.2,99
2024-01-25,Lahore,462.73,483.12,75.4,4.4,96
2024-01-25,Lahore,423.84,444.92,71.97,5.1,95
2024-01-25,Lahore,417.67,442.89,74.03,4.4,100
2024-01-25,Lahore,440.09,471.24,84.31,4.9,99
2024-01-25,Lahore,449.76,486.32,101.45,4.9,97
2024-01-25,Lahore,437.36,476.38,100.08,4.4,97
2024-01-25,Lahore,393.51,430.2,86.37,4.5,99
2024-01-25,Lahore,306.19,337.42,76.77,4.8,98
2024-01-25,Lahore,262.71,294.3,76.77,5.4,96
2024-01-25,Lahore,241.55,274.77,78.83,6.5,95
2024-01-25,Lahore,257.68,300.68,73.34,7.6,98
2024-01-25,Lahore,303.83,362.89,84.31,9.0,97
2024-01-25,Lahore,346.12,419.38,86.37,10.8,88
2024-01-25,Lahore,377.22,464.22,80.2,11.9,83
2024-01-25,Lahore,430.79,537.12,70.6,12.6,79
2024-01-25,Lahore,507.75,636.19,64.43,13.2,77
2024-01-25,Lahore,579.75,722.92,58.95,13.2,78
2024-01-25,Lahore,614.37,770.87,54.15,11.6,91
2024-01-25,Lahore,592.79,757.32,52.09,11.5,86
2024-01-25,Lahore,511.08,666.87,48.67,9.3,95
2024-01-25,Lahore,406.74,544.26,38.73,9.1,95
2024-01-25,Lahore,334.78,450.53,31.19,8.6,95
2024-01-25,Lahore,310.57,403.28,29.47,8.9,93
2024-01-25,Lahore,321.8,401.47,29.47,7.7,97
2024-01-26,Lahore,337.01,409.17,30.85,7.1,98
2024-01-26,Lahore,351.22,419.71,31.19,8.0,98
2024-01-26,Lahore,398.26,466.63,30.5,8.2,96
2024-01-26,Lahore,467.01,532.49,31.53,7.9,95
2024-01-26,Lahore,527.04,590.26,34.62,8.0,95
2024-01-26,Lahore,551.4,632.98,45.93,6.1,97
2024-01-26,Lahore,538.06,629.07,80.2,6.6,96
2024-01-26,Lahore,277.38,315.95,62.38,5.4,99
2024-01-26,Lahore,277.83,314.13,52.78,7.0,98
2024-01-26,Lahore,280.43,314.97,46.61,9.7,93
2024-01-26,Lahore,318.7,362.15,67.17,12.3,87
2024-01-26,Lahore,391.89,454.2,112.41,14.4,78
2024-01-26,Lahore,442.73,518.89,148.06,15.8,68
2024-01-26,Lahore,468.78,556.0,149.43,16.8,63
2024-01-26,Lahore,473.45,566.9,131.61,17.4,60
2024-01-26,Lahore,468.18,564.13,108.3,17.5,59
2024-01-26,Lahore,459.18,555.71,90.48,16.9,64
2024-01-26,Lahore,465.14,567.96,78.83,14.0,78
2024-01-26,Lahore,451.76,557.26,69.92,13.7,81
2024-01-26,Lahore,407.83,505.82,58.26,12.9,82
2024-01-26,Lahore,373.9,457.79,47.98,11.2,87
2024-01-26,Lahore,358.71,429.44,39.41,9.6,90
2024-01-26,Lahore,346.17,405.18,34.62,8.8,91
2024-01-26,Lahore,330.55,379.66,32.56,8.5,92
2024-01-27,Lahore,313.13,354.65,31.87,8.0,94
2024-01-27,Lahore,296.04,333.2,31.53,7.3,95
2024-01-27,Lahore,301.87,342.05,35.99,7.1,95
2024-01-27,Lahore,311.66,357.31,36.33,7.1,95
2024-01-27,Lahore,310.69,360.07,35.64,6.9,96
2024-01-27,Lahore,311.76,366.84,39.07,6.6,96
2024-01-27,Lahore,313.89,373.86,47.98,6.7,97
2024-01-27,Lahore,258.7,296.69,33.93,6.6,96
2024-01-27,Lahore,267.31,299.86,24.68,7.8,94
2024-01-27,Lahore,280.57,309.88,20.39,10.4,89
2024-01-27,Lahore,291.79,321.31,29.13,13.0,81
2024-01-27,Lahore,303.0,336.07,52.78,15.6,74
2024-01-27,Lahore,304.75,341.9,90.48,17.7,63
2024-01-27,Lahore,307.76,351.84,128.87,18.8,55
2024-01-27,Lahore,322.42,377.88,120.64,19.3,51
2024-01-27,Lahore,336.02,404.25,101.45,19.3,50
2024-01-27,Lahore,343.7,416.36,87.74,18.6,59
2024-01-27,Lahore,354.77,430.19,76.77,16.0,70
2024-01-27,Lahore,353.84,428.47,66.49,13.6,81
2024-01-27,Lahore,325.39,393.83,56.89,11.6,86
2024-01-27,Lahore,296.92,357.85,47.98,11.4,87
2024-01-27,Lahore,278.69,333.94,40.78,10.7,87
2024-01-27,Lahore,265.44,316.79,35.99,10.0,88
2024-01-27,Lahore,257.87,306.19,32.9,8.7,92
2024-01-28,Lahore,255.05,301.63,30.5,8.0,93
2024-01-28,Lahore,257.32,304.54,28.45,9.1,92
2024-01-28,Lahore,301.21,358.78,29.13,7.9,94
2024-01-28,Lahore,383.02,456.03,33.59,7.8,94
2024-01-28,Lahore,468.17,552.35,38.39,7.8,94
2024-01-28,Lahore,527.99,616.77,47.3,7.6,94
2024-01-28,Lahore,563.11,651.02,77.46,7.9,94
2024-01-28,Lahore,277.12,313.04,76.09,9.5,90
2024-01-28,Lahore,264.71,297.38,63.75,9.4,93
2024-01-28,Lahore,270.36,301.39,49.35,11.6,91
2024-01-28,Lahore,291.19,326.19,54.84,14.6,82
2024-01-28,Lahore,332.79,377.85,82.25,16.5,73
2024-01-28,Lahore,352.72,404.08,113.79,17.8,67
2024-01-28,Lahore,360.03,414.29,109.67,18.7,62
2024-01-28,Lahore,380.3,439.22,89.11,19.1,59
2024-01-28,Lahore,405.27,470.3,74.71,19.1,57
2024-01-28,Lahore,409.19,474.69,62.38,18.5,63
2024-01-28,Lahore,402.76,464.89,54.84,16.0,77
2024-01-28,Lahore,390.35,446.24,52.09,13.1,87
2024-01-28,Lahore,351.97,396.39,47.3,12.5,89
2024-01-28,Lahore,326.7,365.18,39.41,11.7,91
2024-01-28,Lahore,320.03,356.59,33.59,11.2,92
2024-01-28,Lahore,325.46,362.49,30.85,10.8,93
2024-01-28,Lahore,330.01,365.99,28.45,10.5,94
2024-01-29,Lahore,331.7,361.74,26.39,10.3,94
2024-01-29,Lahore,340.23,363.6,24.68,9.9,95
2024-01-29,Lahore,399.4,427.17,26.05,9.7,96
2024-01-29,Lahore,470.8,505.76,28.45,9.2,97
2024-01-29,Lahore,504.58,542.1,33.59,8.3,98
2024-01-29,Lahore,502.8,545.31,38.04,7.4,99
2024-01-29,Lahore,481.56,523.62,40.78,8.2,99
2024-01-29,Lahore,382.93,410.02,30.5,7.3,99
2024-01-29,Lahore,373.23,398.94,27.76,9.1,98
2024-01-29,Lahore,351.99,376.85,24.68,11.3,93
2024-01-29,Lahore,315.73,338.5,21.76,13.6,86
2024-01-29,Lahore,300.94,324.46,25.36,15.6,79
2024-01-29,Lahore,296.22,321.26,31.87,17.0,75
2024-01-29,Lahore,346.75,389.19,76.09,18.0,70
2024-01-29,Lahore,440.82,514.87,105.56,18.6,66
2024-01-29,Lahore,534.11,641.16,98.71,18.9,64
2024-01-29,Lahore,618.16,749.22,97.33,18.6,64
2024-01-29,Lahore,684.92,832.65,93.22,16.8,77
2024-01-29,Lahore,726.45,883.52,87.05,14.0,81
2024-01-29,Lahore,735.33,886.88,87.74,12.7,85
2024-01-29,Lahore,697.34,843.47,89.11,11.8,86
2024-01-29,Lahore,615.89,760.42,86.37,11.0,88
2024-01-29,Lahore,503.36,642.54,74.71,10.2,90
2024-01-29,Lahore,424.42,545.32,58.26,11.3,86
2024-01-30,Lahore,380.29,480.42,45.24,11.7,86
2024-01-30,Lahore,352.17,436.19,35.99,8.5,95
2024-01-30,Lahore,368.51,449.85,32.9,9.2,95
2024-01-30,Lahore,403.61,489.26,31.87,9.0,94
2024-01-30,Lahore,402.23,480.61,35.99,8.7,95
2024-01-30,Lahore,374.8,452.02,40.78,8.4,95
2024-01-30,Lahore,319.19,388.5,41.47,8.7,96
2024-01-30,Lahore,166.46,201.1,22.62,8.1,97
2024-01-30,Lahore,119.36,143.93,16.79,9.7,93
2024-01-30,Lahore,91.81,109.95,13.88,12.3,86
2024-01-30,Lahore,64.39,78.57,11.48,14.5,77
2024-01-30,Lahore,50.27,62.69,12.51,16.8,71
2024-01-30,Lahore,42.95,54.12,16.28,18.4,63
2024-01-30,Lahore,44.59,56.02,22.96,18.8,62
2024-01-30,Lahore,47.81,60.16,25.7,18.9,61
2024-01-30,Lahore,44.05,55.72,22.62,18.7,60
2024-01-30,Lahore,38.96,49.86,18.34,18.1,61
2024-01-30,Lahore,40.03,51.43,17.48,16.4,70
2024-01-30,Lahore,40.07,50.87,17.82,15.4,78
2024-01-30,Lahore,35.67,44.21,18.16,13.9,82
2024-01-30,Lahore,35.45,43.11,19.02,13.6,90
2024-01-30,Lahore,36.71,44.17,19.54,13.6,90
2024-01-30,Lahore,36.19,43.9,18.68,13.1,92
2024-01-30,Lahore,36.46,44.99,16.96,12.7,94
2024-01-31,Lahore,39.6,49.48,16.11,12.0,95
2024-01-31,Lahore,45.62,56.0,17.99,11.8,95
2024-01-31,Lahore,64.41,78.05,30.16,11.9,94
2024-01-31,Lahore,83.46,100.85,44.55,12.2,89
2024-01-31,Lahore,84.95,103.71,38.04,12.1,87
2024-01-31,Lahore,83.62,102.49,30.5,11.7,88
2024-01-31,Lahore,87.16,103.51,26.05,10.7,92
2024-01-31,Lahore,83.99,93.34,19.71,11.0,89
2024-01-31,Lahore,87.54,95.29,18.16,11.6,88
2024-01-31,Lahore,86.32,93.27,19.02,12.8,89
2024-01-31,Lahore,84.08,90.69,21.93,14.7,85
2024-01-31,Lahore,90.3,97.8,28.79,16.1,82
2024-01-31,Lahore,100.36,109.4,39.76,17.1,76
2024-01-31,Lahore,121.49,135.57,61.01,17.5,75
2024-01-31,Lahore,153.2,175.3,72.66,16.5,80
2024-01-31,Lahore,175.33,199.8,61.69,16.3,83
2024-01-31,Lahore,169.33,190.32,45.24,16.3,85
2024-01-31,Lahore,158.64,176.27,34.62,15.2,90
2024-01-31,Lahore,155.53,168.6,27.76,14.6,88
2024-01-31,Lahore,152.96,160.34,19.88,14.0,89
2024-01-31,Lahore,145.58,150.54,17.14,13.4,90
2024-01-31,Lahore,133.07,136.68,15.42,13.0,91
2024-01-31,Lahore,119.0,121.96,14.22,12.8,91
2024-01-31,Lahore,104.78,107.54,12.85,12.6,92
2024-02-01,Lahore,97.75,100.69,12.0,12.4,93
2024-02-01,Lahore,91.09,95.21,13.54,11.3,95
2024-02-01,Lahore,93.51,101.51,22.96,11.7,93
2024-02-01,Lahore,103.53,115.75,35.64,11.3,93
2024-02-01,Lahore,109.28,123.49,32.9,10.9,95
2024-02-01,Lahore,120.19,136.27,33.59,11.1,92
2024-02-01,Lahore,132.68,150.54,44.55,11.6,93
2024-02-01,Lahore,98.6,112.35,48.67,11.1,94
2024-02-01,Lahore,87.28,100.8,46.61,11.4,94
2024-02-01,Lahore,85.42,99.2,42.84,13.5,88
2024-02-01,Lahore,97.92,116.21,47.98,14.4,87
2024-02-01,Lahore,119.19,144.42,63.75,15.0,85
2024-02-01,Lahore,131.74,162.58,80.2,16.1,79
2024-02-01,Lahore,136.14,172.69,75.4,17.0,74
2024-02-01,Lahore,133.61,175.47,53.47,17.3,70
2024-02-01,Lahore,116.93,158.09,39.76,17.1,68
2024-02-01,Lahore,97.98,133.0,32.9,16.7,68
2024-02-01,Lahore,92.59,121.04,29.13,15.4,75
2024-02-01,Lahore,87.25,109.15,26.73,12.7,83
2024-02-01,Lahore,76.98,89.9,25.02,12.0,89
2024-02-01,Lahore,74.09,81.89,25.02,10.6,94
2024-02-01,Lahore,73.94,79.77,25.7,10.0,94
2024-02-01,Lahore,72.26,77.69,25.36,9.4,94
2024-02-01,Lahore,73.97,80.09,25.36,9.0,96
2024-02-02,Lahore,79.22,86.52,26.05,8.6,97
2024-02-02,Lahore,88.21,97.79,26.05,8.4,97
2024-02-02,Lahore,115.06,131.19,26.39,8.2,97
2024-02-02,Lahore,140.46,162.69,27.76,7.1,98
2024-02-02,Lahore,141.6,167.18,30.16,5.9,100
2024-02-02,Lahore,134.48,166.86,30.5,5.5,100
2024-02-02,Lahore,116.64,151.87,32.56,7.4,100
2024-02-02,Lahore,91.95,114.08,27.76,8.5,100
2024-02-02,Lahore,89.51,108.34,22.28,8.9,99
2024-02-02,Lahore,85.38,104.16,18.16,9.8,96
2024-02-02,Lahore,106.59,131.62,31.53,11.1,92
2024-02-02,Lahore,150.66,186.73,60.32,13.2,83
2024-02-02,Lahore,188.6,234.85,101.45,15.0,77
2024-02-02,Lahore,214.2,270.2,122.01,16.5,66
2024-02-02,Lahore,236.5,304.61,105.56,17.2,58
2024-02-02,Lahore,251.57,330.86,89.11,17.3,54
2024-02-02,Lahore,257.23,343.06,76.77,16.8,53
2024-02-02,Lahore,262.27,353.69,66.49,14.7,67
2024-02-02,Lahore,250.46,343.77,58.95,12.8,69
2024-02-02,Lahore,211.21,293.39,52.09,10.8,77
2024-02-02,Lahore,168.55,232.21,45.93,9.9,79
2024-02-02,Lahore,136.59,183.26,34.96,10.5,73
2024-02-02,Lahore,106.52,135.86,23.99,11.2,70
2024-02-02,Lahore,96.1,117.6,22.62,11.3,70
2024-02-03,Lahore,90.23,106.99,21.93,11.5,68
2024-02-03,Lahore,84.88,98.34,21.59,11.6,64
2024-02-03,Lahore,90.46,106.51,31.53,11.4,64
2024-02-03,Lahore,104.29,126.36,52.78,10.8,63
2024-02-03,Lahore,118.84,147.45,59.63,11.3,56
2024-02-03,Lahore,129.66,162.47,45.93,10.7,59
2024-02-03,Lahore,137.06,169.82,33.93,10.5,76
2024-02-03,Lahore,136.54,163.61,30.16,10.9,70
2024-02-03,Lahore,123.92,144.32,28.45,11.3,70
2024-02-03,Lahore,97.07,112.24,25.36,12.2,68
2024-02-03,Lahore,70.62,83.57,22.28,12.8,67
2024-02-03,Lahore,59.44,72.3,22.62,12.8,68
2024-02-03,Lahore,56.6,69.81,26.39,14.3,62
2024-02-03,Lahore,81.09,101.35,53.47,14.5,60
2024-02-03,Lahore,129.79,163.97,54.84,14.6,60
2024-02-03,Lahore,184.36,234.8,45.24,14.8,60
2024-02-03,Lahore,220.81,281.47,39.41,14.3,62
2024-02-03,Lahore,216.36,274.66,33.24,13.8,67
2024-02-03,Lahore,181.36,228.46,30.5,13.3,74
2024-02-03,Lahore,129.91,159.57,31.87,12.7,75
2024-02-03,Lahore,95.61,114.86,29.82,11.5,84
2024-02-03,Lahore,74.34,87.6,20.91,11.5,83
2024-02-03,Lahore,59.72,70.83,15.42,11.9,84
2024-02-03,Lahore,60.48,71.63,15.42,10.9,90
2024-02-04,Lahore,70.77,82.58,19.36,10.7,90
2024-02-04,Lahore,75.49,86.24,23.99,11.2,87
2024-02-04,Lahore,74.71,85.95,29.82,11.0,87
2024-02-04,Lahore,66.8,79.52,34.62,10.5,87
2024-02-04,Lahore,54.0,66.59,31.87,10.2,88
2024-02-04,Lahore,43.8,55.57,25.36,10.2,87
2024-02-04,Lahore,36.16,46.66,20.56,10.2,88
2024-02-04,Lahore,23.95,30.43,16.28,10.5,87
2024-02-04,Lahore,24.06,29.55,15.77,10.8,87
2024-02-04,Lahore,25.6,30.77,15.59,11.7,86
2024-02-04,Lahore,25.79,30.75,16.62,12.9,82
2024-02-04,Lahore,29.35,35.08,23.99,14.5,75
2024-02-04,Lahore,34.53,42.1,37.36,14.9,74
2024-02-04,Lahore,49.59,64.71,60.32,15.2,71
2024-02-04,Lahore,69.48,97.6,73.34,16.1,68
2024-02-04,Lahore,81.85,122.32,63.75,16.4,66
2024-02-04,Lahore,85.83,132.77,50.04,16.2,65
2024-02-04,Lahore,89.03,138.71,39.41,15.4,75
2024-02-04,Lahore,83.71,130.08,32.9,12.7,80
2024-02-04,Lahore,75.33,114.18,30.5,11.1,88
2024-02-04,Lahore,76.92,107.32,27.76,10.1,92
2024-02-04,Lahore,82.11,106.41,23.31,8.4,96
2024-02-04,Lahore,89.77,109.86,20.39,8.0,97
2024-02-04,Lahore,98.97,114.61,19.54,7.6,98
2024-02-05,Lahore,111.34,123.12,20.22,7.0,98
2024-02-05,Lahore,126.54,137.16,22.28,6.8,99
2024-02-05,Lahore,177.07,194.32,26.39,6.8,100
2024-02-05,Lahore,245.01,270.42,31.87,6.7,100
2024-02-05,Lahore,269.38,298.05,36.33,6.8,98
2024-02-05,Lahore,263.33,301.54,39.41,6.4,97
2024-02-05,Lahore,244.05,292.51,53.47,6.1,100
2024-02-05,Lahore,55.53,67.92,22.28,5.7,99
2024-02-05,Lahore,38.62,47.79,13.37,6.5,99
2024-02-05,Lahore,37.03,45.97,11.48,8.4,99
2024-02-05,Lahore,69.55,87.89,30.16,10.3,98
2024-02-05,Lahore,126.24,161.26,64.43,12.8,89
2024-02-05,Lahore,169.56,218.93,97.33,15.0,76
2024-02-05,Lahore,201.81,265.26,98.71,16.3,63
2024-02-05,Lahore,249.3,331.59,87.05,16.8,57
2024-02-05,Lahore,294.9,392.34,85.0,16.9,55
2024-02-05,Lahore,318.48,423.64,85.0,16.5,56
2024-02-05,Lahore,319.99,427.33,83.63,14.6,72
2024-02-05,Lahore,294.85,399.69,82.25,11.4,76
2024-02-05,Lahore,244.33,337.17,82.25,10.6,77
2024-02-05,Lahore,199.4,278.22,78.14,9.9,78
2024-02-05,Lahore,173.59,241.09,69.92,10.1,76
2024-02-05,Lahore,160.88,219.82,58.95,9.9,77
2024-02-05,Lahore,157.93,210.21,48.67,9.1,80
2024-02-06,Lahore,160.78,208.31,43.18,8.7,81
2024-02-06,Lahore,168.25,214.85,40.44,7.3,85
2024-02-06,Lahore,219.99,278.73,40.78,5.8,90
2024-02-06,Lahore,303.1,381.45,45.24,5.8,90
2024-02-06,Lahore,382.18,476.45,47.98,4.8,92
2024-02-06,Lahore,420.39,525.11,64.43,4.9,91
2024-02-06,Lahore,425.73,531.76,105.56,5.7,92
2024-02-06,Lahore,81.91,100.98,29.47,6.1,89
2024-02-06,Lahore,49.8,62.09,15.25,7.7,86
2024-02-06,Lahore,42.1,52.68,12.51,11.0,80
2024-02-06,Lahore,57.31,73.5,30.5,13.9,72
2024-02-06,Lahore,92.34,121.01,63.75,15.8,63
2024-02-06,Lahore,124.33,164.68,98.71,17.2,48
2024-02-06,Lahore,158.38,212.66,104.19,17.5,44
2024-02-06,Lahore,207.05,280.89,95.96,17.6,44
2024-02-06,Lahore,253.58,346.11,91.85,17.5,44
2024-02-06,Lahore,282.92,385.87,91.85,16.9,50
2024-02-06,Lahore,294.54,402.29,91.85,14.6,67
2024-02-06,Lahore,278.02,382.16,90.48,11.4,72
2024-02-06,Lahore,231.7,321.9,87.74,10.0,73
2024-02-06,Lahore,198.28,274.45,80.88,9.7,71
2024-02-06,Lahore,190.92,260.42,71.97,9.2,72
2024-02-06,Lahore,196.7,262.25,62.38,10.8,64
2024-02-06,Lahore,203.26,262.49,53.47,10.3,66
2024-02-07,Lahore,201.78,252.83,47.98,6.5,83
2024-02-07,Lahore,195.99,241.75,45.24,6.7,82
2024-02-07,Lahore,222.2,274.36,47.98,5.9,84
2024-02-07,Lahore,263.24,327.01,50.04,4.8,86
2024-02-07,Lahore,286.25,355.64,52.78,4.7,87
2024-02-07,Lahore,297.49,373.4,63.75,5.1,85
2024-02-07,Lahore,294.18,374.86,77.46,5.5,88
2024-02-07,Lahore,81.18,99.53,21.25,4.9,90
2024-02-07,Lahore,51.27,61.88,11.31,8.2,81
2024-02-07,Lahore,46.98,55.92,9.94,11.3,74
2024-02-07,Lahore,56.42,67.92,16.79,13.7,70
2024-02-07,Lahore,71.17,88.44,31.53,15.5,60
2024-02-07,Lahore,79.41,100.72,50.72,16.8,55
2024-02-07,Lahore,87.58,113.23,69.23,17.6,50
2024-02-07,Lahore,103.25,136.03,80.88,17.9,43
2024-02-07,Lahore,116.72,156.19,80.88,17.7,44
2024-02-07,Lahore,124.94,167.79,74.71,17.0,50
2024-02-07,Lahore,127.73,172.65,68.55,15.3,58
2024-02-07,Lahore,123.63,167.88,64.43,13.1,59
2024-02-07,Lahore,107.15,145.19,57.58,12.0,59
2024-02-07,Lahore,92.66,123.06,46.61,10.8,65
2024-02-07,Lahore,83.29,108.28,36.67,10.5,64
2024-02-07,Lahore,74.93,96.56,29.13,10.3,61
2024-02-08,Lahore,65.08,83.6,23.65,8.8,67
2024-02-08,Lahore,60.74,78.92,23.65,8.2,69
2024-02-08,Lahore,66.73,88.86,33.24,7.9,68
2024-02-08,Lahore,70.55,97.74,45.24,8.0,63
2024-02-08,Lahore,67.83,97.53,39.41,7.7,61
2024-02-08,Lahore,66.83,99.1,32.56,7.4,60
2024-02-08,Lahore,61.73,93.07,26.05,8.2,68
2024-02-08,Lahore,48.21,71.86,18.16,8.1,68
2024-02-08,Lahore,47.63,68.48,16.11,9.4,66
2024-02-08,Lahore,49.26,68.72,16.11,11.7,66
2024-02-08,Lahore,55.1,75.96,23.65,14.2,60
2024-02-08,Lahore,67.48,93.11,40.44,16.4,54
2024-02-08,Lahore,77.25,107.31,66.49,17.9,46
2024-02-08,Lahore,87.35,121.83,93.22,18.8,42
2024-02-08,Lahore,100.31,140.26,100.08,19.3,40
2024-02-08,Lahore,107.92,152.42,86.37,19.3,41
2024-02-08,Lahore,105.3,149.85,71.29,18.7,48
2024-02-08,Lahore,100.21,144.0,63.75,16.6,56
2024-02-08,Lahore,91.19,132.89,59.63,14.2,59
2024-02-08,Lahore,84.55,120.89,57.58,13.3,60
2024-02-08,Lahore,88.33,122.81,54.84,12.7,59
2024-02-08,Lahore,92.53,128.06,47.98,12.0,58
2024-02-08,Lahore,94.63,132.83,42.16,11.0,61
2024-02-08,Lahore,97.45,137.75,39.76,10.1,64
2024-02-09,Lahore,102.35,144.51,39.76,9.5,65
2024-02-09,Lahore,112.54,158.31,39.07,8.5,68
2024-02-09,Lahore,162.28,221.21,41.81,7.5,72
2024-02-09,Lahore,234.98,310.08,49.35,6.6,74
